IVId,ReadingId,Voltage,CurrentAmp
5102,511,0.5,8.13
5103,511,1.0,8.73
5104,511,1.5,8.24
5105,511,2.0,7.74
5106,511,2.5,6.58
5107,511,3.0,7.76
5108,511,3.5,6.93
5109,511,4.0,8.03
5110,511,4.5,7.6
5111,512,0.0,8.67
5112,512,0.5,8.0
5113,512,1.0,8.04
5114,512,1.5,7.28
5115,512,2.0,8.27
5116,512,2.5,8.05
5117,512,3.0,6.45
5118,512,3.5,6.97
5119,512,4.0,8.06
5120,512,4.5,7.07
5121,513,0.0,7.15
5122,513,0.5,7.42
5123,513,1.0,6.88
5124,513,1.5,8.19
5125,513,2.0,6.63
5126,513,2.5,8.09
5127,513,3.0,7.35
5128,513,3.5,7.77
5129,513,4.0,6.48
5130,513,4.5,7.36
5131,514,0.0,8.55
5132,514,0.5,8.25
5133,514,1.0,7.59
5134,514,1.5,8.36
5135,514,2.0,6.86
5136,514,2.5,7.79
5137,514,3.0,7.28
5138,514,3.5,6.74
5139,514,4.0,8.11
5140,514,4.5,7.38
5141,515,0.0,8.92
5142,515,0.5,7.75
5143,515,1.0,7.98
5144,515,1.5,7.67
5145,515,2.0,7.4
5146,515,2.5,7.87
5147,515,3.0,6.99
5148,515,3.5,7.98
5149,515,4.0,7.4
5150,515,4.5,7.92
5151,516,0.0,8.3
5152,516,0.5,8.1
5153,516,1.0,7.92
5154,516,1.5,8.35
5155,516,2.0,7.64
5156,516,2.5,6.94
5157,516,3.0,6.64
5158,516,3.5,7.48
5159,516,4.0,6.33
5160,516,4.5,6.37
5161,517,0.0,8.06
5162,517,0.5,8.64
5163,517,1.0,7.51
5164,517,1.5,8.29
5165,517,2.0,6.91
5166,517,2.5,8.35
5167,517,3.0,8.37
5168,517,3.5,8.08
5169,517,4.0,6.36
5170,517,4.5,7.31
5171,518,0.0,8.07
5172,518,0.5,7.66
5173,518,1.0,6.94
5174,518,1.5,7.66
5175,518,2.0,7.67
5176,518,2.5,6.98
5177,518,3.0,7.65
5178,518,3.5,7.98
5179,518,4.0,7.89
5180,518,4.5,7.19
5181,519,0.0,8.53
5182,519,0.5,7.2
5183,519,1.0,6.92
5184,519,1.5,7.53
5185,519,2.0,6.64
5186,519,2.5,8.23
5187,519,3.0,6.79
5188,519,3.5,7.86
5189,519,4.0,7.0
5190,519,4.5,7.74
5191,520,0.0,7.68
5192,520,0.5,7.3
5193,520,1.0,7.84
5194,520,1.5,8.15
5195,520,2.0,8.11
5196,520,2.5,7.17
5197,520,3.0,6.48
5198,520,3.5,8.24
5199,520,4.0,6.77
5200,520,4.5,7.34
5201,521,0.0,7.86
5202,521,0.5,7.08
5203,521,1.0,8.0
5204,521,1.5,7.66
5205,521,2.0,7.25
5206,521,2.5,7.27
5207,521,3.0,8.35
5208,521,3.5,6.5
5209,521,4.0,7.83
5210,521,4.5,7.3
5211,522,0.0,7.7
5212,522,0.5,7.05
5213,522,1.0,7.51
5214,522,1.5,7.37
5215,522,2.0,8.36
5216,522,2.5,8.18
5217,522,3.0,7.11
5218,522,3.5,6.42
5219,522,4.0,8.02
5220,522,4.5,6.99
5221,523,0.0,7.08
5222,523,0.5,7.46
5223,523,1.0,7.7
5224,523,1.5,7.51
5225,523,2.0,8.4
5226,523,2.5,7.36
5227,523,3.0,7.1
5228,523,3.5,7.91
5229,523,4.0,6.55
5230,523,4.5,6.53
5231,524,0.0,7.12
5232,524,0.5,6.94
5233,524,1.0,7.82
5234,524,1.5,7.87
5235,524,2.0,7.84
5236,524,2.5,7.88
5237,524,3.0,7.17
5238,524,3.5,7.27
5239,524,4.0,8.09
5240,524,4.5,6.76
5241,525,0.0,7.01
5242,525,0.5,8.23
5243,525,1.0,7.17
5244,525,1.5,8.02
5245,525,2.0,7.31
5246,525,2.5,7.47
5247,525,3.0,6.93
5248,525,3.5,6.43
5249,525,4.0,7.26
5250,525,4.5,6.88
5251,526,0.0,8.16
5252,526,0.5,7.32
5253,526,1.0,7.17
5254,526,1.5,6.73
5255,526,2.0,7.3
5256,526,2.5,6.61
5257,526,3.0,7.94
5258,526,3.5,8.01
5259,526,4.0,7.61
5260,526,4.5,6.79
5261,527,0.0,7.39
5262,527,0.5,8.89
5263,527,1.0,8.71
5264,527,1.5,8.59
5265,527,2.0,7.52
5266,527,2.5,8.18
5267,527,3.0,6.75
5268,527,3.5,6.48
5269,527,4.0,7.11
5270,527,4.5,7.75
5271,528,0.0,7.32
5272,528,0.5,8.59
5273,528,1.0,7.87
5274,528,1.5,7.53
5275,528,2.0,8.24
5276,528,2.5,8.38
5277,528,3.0,6.57
5278,528,3.5,6.62
5279,528,4.0,7.98
5280,528,4.5,6.65
5281,529,0.0,7.74
5282,529,0.5,8.03
5283,529,1.0,7.36
5284,529,1.5,6.72
5285,529,2.0,7.09
5286,529,2.5,6.92
5287,529,3.0,8.23
5288,529,3.5,8.14
5289,529,4.0,7.71
5290,529,4.5,7.24
5291,530,0.0,7.41
5292,530,0.5,7.21
5293,530,1.0,8.35
5294,530,1.5,7.28
5295,530,2.0,8.08
5296,530,2.5,8.17
5297,530,3.0,7.33
5298,530,3.5,7.85
5299,530,4.0,8.03
5300,530,4.5,6.49
5301,531,0.0,7.28
5302,531,0.5,8.86
5303,531,1.0,8.23
5304,531,1.5,8.51
5305,531,2.0,8.46
5306,531,2.5,6.52
5307,531,3.0,6.93
5308,531,3.5,7.15
5309,531,4.0,6.81
5310,531,4.5,7.21
5311,532,0.0,8.32
5312,532,0.5,7.17
5313,532,1.0,8.63
5314,532,1.5,7.5
5315,532,2.0,7.81
5316,532,2.5,8.44
5317,532,3.0,7.49
5318,532,3.5,8.14
5319,532,4.0,7.46
5320,532,4.5,6.35
5321,533,0.0,8.8
5322,533,0.5,7.78
5323,533,1.0,7.81
5324,533,1.5,7.05
5325,533,2.0,7.78
5326,533,2.5,7.01
5327,533,3.0,7.44
5328,533,3.5,8.3
5329,533,4.0,6.23
5330,533,4.5,7.92
5331,534,0.0,7.74
5332,534,0.5,8.14
5333,534,1.0,8.68
5334,534,1.5,7.9
5335,534,2.0,8.39
5336,534,2.5,7.7
5337,534,3.0,6.73
5338,534,3.5,7.6
5339,534,4.0,6.93
5340,534,4.5,7.27
5341,535,0.0,7.97
5342,535,0.5,7.34
5343,535,1.0,8.61
5344,535,1.5,7.49
5345,535,2.0,8.41
5346,535,2.5,6.59
5347,535,3.0,7.68
5348,535,3.5,7.93
5349,535,4.0,6.54
5350,535,4.5,7.35
5351,536,0.0,8.96
5352,536,0.5,7.83
5353,536,1.0,7.38
5354,536,1.5,8.09
5355,536,2.0,8.39
5356,536,2.5,7.62
5357,536,3.0,7.06
5358,536,3.5,8.21
5359,536,4.0,7.72
5360,536,4.5,6.58
5361,537,0.0,8.88
5362,537,0.5,8.19
5363,537,1.0,7.88
5364,537,1.5,7.93
5365,537,2.0,7.77
5366,537,2.5,6.61
5367,537,3.0,7.08
5368,537,3.5,7.58
5369,537,4.0,8.17
5370,537,4.5,7.73
5371,538,0.0,7.49
5372,538,0.5,7.46
5373,538,1.0,8.0
5374,538,1.5,8.33
5375,538,2.0,6.86
5376,538,2.5,6.56
5377,538,3.0,7.13
5378,538,3.5,6.3
5379,538,4.0,7.0
5380,538,4.5,7.11
5381,539,0.0,7.68
5382,539,0.5,7.52
5383,539,1.0,6.95
5384,539,1.5,7.85
5385,539,2.0,8.26
5386,539,2.5,7.58
5387,539,3.0,7.37
5388,539,3.5,6.47
5389,539,4.0,7.43
5390,539,4.5,7.89
5391,540,0.0,7.66
5392,540,0.5,8.66
5393,540,1.0,8.7
5394,540,1.5,8.51
5395,540,2.0,8.49
5396,540,2.5,8.15
5397,540,3.0,6.88
5398,540,3.5,6.72
5399,540,4.0,7.41
5400,540,4.5,7.62
5401,541,0.0,7.18
5402,541,0.5,6.93
5403,541,1.0,7.97
5404,541,1.5,7.3
5405,541,2.0,7.39
5406,541,2.5,8.46
5407,541,3.0,7.08
5408,541,3.5,8.3
5409,541,4.0,7.05
5410,541,4.5,6.61
5411,542,0.0,7.11
5412,542,0.5,7.22
5413,542,1.0,7.63
5414,542,1.5,7.81
5415,542,2.0,6.74
5416,542,2.5,8.01
5417,542,3.0,6.49
5418,542,3.5,7.92
5419,542,4.0,7.95
5420,542,4.5,7.74
5421,543,0.0,8.99
5422,543,0.5,8.82
5423,543,1.0,8.74
5424,543,1.5,7.19
5425,543,2.0,8.08
5426,543,2.5,7.06
5427,543,3.0,7.76
5428,543,3.5,7.16
5429,543,4.0,6.68
5430,543,4.5,6.93
5431,544,0.0,7.72
5432,544,0.5,8.8
5433,544,1.0,6.82
5434,544,1.5,7.98
5435,544,2.0,7.59
5436,544,2.5,8.49
5437,544,3.0,6.56
5438,544,3.5,8.03
5439,544,4.0,6.67
5440,544,4.5,7.65
5441,545,0.0,7.49
5442,545,0.5,7.87
5443,545,1.0,7.25
5444,545,1.5,6.82
5445,545,2.0,7.6
5446,545,2.5,6.72
5447,545,3.0,7.75
5448,545,3.5,6.38
5449,545,4.0,7.26
5450,545,4.5,6.43
5451,546,0.0,7.59
5452,546,0.5,8.73
5453,546,1.0,6.8
5454,546,1.5,7.72
5455,546,2.0,7.39
5456,546,2.5,6.81
5457,546,3.0,8.39
5458,546,3.5,7.85
5459,546,4.0,6.27
5460,546,4.5,6.23
5461,547,0.0,7.26
5462,547,0.5,7.98
5463,547,1.0,7.7
5464,547,1.5,7.56
5465,547,2.0,8.06
5466,547,2.5,8.38
5467,547,3.0,7.53
5468,547,3.5,6.87
5469,547,4.0,7.9
5470,547,4.5,6.35
5471,548,0.0,8.48
5472,548,0.5,8.08
5473,548,1.0,8.05
5474,548,1.5,6.89
5475,548,2.0,7.18
5476,548,2.5,7.98
5477,548,3.0,6.52
5478,548,3.5,6.31
5479,548,4.0,7.24
5480,548,4.5,7.03
5481,549,0.0,8.4
5482,549,0.5,7.36
5483,549,1.0,8.72
5484,549,1.5,8.07
5485,549,2.0,7.18
5486,549,2.5,6.92
5487,549,3.0,7.27
5488,549,3.5,6.92
5489,549,4.0,6.85
5490,549,4.5,6.82
5491,550,0.0,7.36
5492,550,0.5,8.66
5493,550,1.0,8.53
5494,550,1.5,8.52
5495,550,2.0,8.19
5496,550,2.5,7.47
5497,550,3.0,6.6
5498,550,3.5,7.62
5499,550,4.0,7.2
5500,550,4.5,6.59
5501,551,0.0,8.31
5502,551,0.5,7.93
5503,551,1.0,8.08
5504,551,1.5,6.76
5505,551,2.0,6.75
5506,551,2.5,7.44
5507,551,3.0,6.4
5508,551,3.5,7.65
5509,551,4.0,6.65
5510,551,4.5,6.43
5511,552,0.0,8.28
5512,552,0.5,8.26
5513,552,1.0,8.63
5514,552,1.5,7.43
5515,552,2.0,7.13
5516,552,2.5,7.93
5517,552,3.0,6.66
5518,552,3.5,6.68
5519,552,4.0,7.65
5520,552,4.5,7.9
5521,553,0.0,8.73
5522,553,0.5,7.73
5523,553,1.0,8.0
5524,553,1.5,8.29
5525,553,2.0,7.13
5526,553,2.5,7.62
5527,553,3.0,7.56
5528,553,3.5,6.49
5529,553,4.0,7.83
5530,553,4.5,7.25
5531,554,0.0,7.07
5532,554,0.5,8.16
5533,554,1.0,8.58
5534,554,1.5,8.22
5535,554,2.0,7.78
5536,554,2.5,8.33
5537,554,3.0,6.99
5538,554,3.5,6.92
5539,554,4.0,7.46
5540,554,4.5,6.38
5541,555,0.0,7.46
5542,555,0.5,7.78
5543,555,1.0,7.61
5544,555,1.5,8.0
5545,555,2.0,8.24
5546,555,2.5,8.3
5547,555,3.0,8.2
5548,555,3.5,6.35
5549,555,4.0,8.12
5550,555,4.5,7.39
5551,556,0.0,7.79
5552,556,0.5,8.3
5553,556,1.0,7.72
5554,556,1.5,8.09
5555,556,2.0,8.36
5556,556,2.5,8.35
5557,556,3.0,8.27
5558,556,3.5,6.34
5559,556,4.0,7.28
5560,556,4.5,6.36
5561,557,0.0,7.01
5562,557,0.5,7.34
5563,557,1.0,7.32
5564,557,1.5,7.96
5565,557,2.0,8.52
5566,557,2.5,7.76
5567,557,3.0,8.27
5568,557,3.5,7.57
5569,557,4.0,7.67
5570,557,4.5,6.37
5571,558,0.0,8.71
5572,558,0.5,8.38
5573,558,1.0,7.22
5574,558,1.5,6.98
5575,558,2.0,7.49
5576,558,2.5,6.78
5577,558,3.0,7.83
5578,558,3.5,7.72
5579,558,4.0,6.29
5580,558,4.5,8.07
5581,559,0.0,7.11
5582,559,0.5,8.15
5583,559,1.0,8.29
5584,559,1.5,8.61
5585,559,2.0,8.32
5586,559,2.5,7.23
5587,559,3.0,6.54
5588,559,3.5,7.81
5589,559,4.0,7.84
5590,559,4.5,7.73
5591,560,0.0,8.1
5592,560,0.5,7.29
5593,560,1.0,8.02
5594,560,1.5,7.02
5595,560,2.0,7.54
5596,560,2.5,7.71
5597,560,3.0,7.19
5598,560,3.5,6.62
5599,560,4.0,6.92
5600,560,4.5,6.29
5601,561,0.0,7.52
5602,561,0.5,8.34
5603,561,1.0,7.01
5604,561,1.5,6.79
5605,561,2.0,7.61
5606,561,2.5,7.62
5607,561,3.0,6.43
5608,561,3.5,8.25
5609,561,4.0,6.84
5610,561,4.5,6.67
5611,562,0.0,8.32
5612,562,0.5,8.47
5613,562,1.0,7.07
5614,562,1.5,7.43
5615,562,2.0,8.2
5616,562,2.5,7.24
5617,562,3.0,8.04
5618,562,3.5,7.01
5619,562,4.0,6.48
5620,562,4.5,7.8
5621,563,0.0,7.18
5622,563,0.5,7.41
5623,563,1.0,7.55
5624,563,1.5,8.55
5625,563,2.0,8.12
5626,563,2.5,7.3
5627,563,3.0,7.98
5628,563,3.5,7.03
5629,563,4.0,6.52
5630,563,4.5,7.54
5631,564,0.0,8.8
5632,564,0.5,7.51
5633,564,1.0,8.47
5634,564,1.5,7.78
5635,564,2.0,7.68
5636,564,2.5,8.31
5637,564,3.0,6.7
5638,564,3.5,7.73
5639,564,4.0,7.72
5640,564,4.5,7.13
5641,565,0.0,7.95
5642,565,0.5,8.58
5643,565,1.0,8.26
5644,565,1.5,8.19
5645,565,2.0,7.88
5646,565,2.5,7.06
5647,565,3.0,8.22
5648,565,3.5,6.42
5649,565,4.0,8.13
5650,565,4.5,6.69
5651,566,0.0,8.29
5652,566,0.5,8.7
5653,566,1.0,8.11
5654,566,1.5,8.12
5655,566,2.0,7.74
5656,566,2.5,6.75
5657,566,3.0,7.02
5658,566,3.5,6.96
5659,566,4.0,6.47
5660,566,4.5,6.99
5661,567,0.0,8.72
5662,567,0.5,8.39
5663,567,1.0,7.02
5664,567,1.5,8.18
5665,567,2.0,7.07
5666,567,2.5,8.48
5667,567,3.0,6.53
5668,567,3.5,6.77
5669,567,4.0,6.41
5670,567,4.5,6.11
5671,568,0.0,8.63
5672,568,0.5,7.9
5673,568,1.0,8.43
5674,568,1.5,8.5
5675,568,2.0,7.87
5676,568,2.5,8.04
5677,568,3.0,7.77
5678,568,3.5,6.82
5679,568,4.0,7.79
5680,568,4.5,7.6
5681,569,0.0,7.82
5682,569,0.5,8.8
5683,569,1.0,7.45
5684,569,1.5,7.0
5685,569,2.0,7.91
5686,569,2.5,7.82
5687,569,3.0,7.18
5688,569,3.5,7.37
5689,569,4.0,7.55
5690,569,4.5,6.41
5691,570,0.0,7.9
5692,570,0.5,7.71
5693,570,1.0,8.47
5694,570,1.5,8.26
5695,570,2.0,7.36
5696,570,2.5,7.63
5697,570,3.0,8.14
5698,570,3.5,7.0
5699,570,4.0,6.85
5700,570,4.5,7.93
5701,571,0.0,7.17
5702,571,0.5,8.52
5703,571,1.0,6.87
5704,571,1.5,7.32
5705,571,2.0,8.22
5706,571,2.5,7.94
5707,571,3.0,7.99
5708,571,3.5,6.71
5709,571,4.0,6.72
5710,571,4.5,6.77
5711,572,0.0,8.56
5712,572,0.5,7.07
5713,572,1.0,6.87
5714,572,1.5,6.73
5715,572,2.0,7.16
5716,572,2.5,7.86
5717,572,3.0,8.03
5718,572,3.5,8.21
5719,572,4.0,7.71
5720,572,4.5,7.26
5721,573,0.0,8.26
5722,573,0.5,6.92
5723,573,1.0,8.16
5724,573,1.5,7.04
5725,573,2.0,8.17
5726,573,2.5,8.29
5727,573,3.0,7.47
5728,573,3.5,7.92
5729,573,4.0,6.48
5730,573,4.5,6.31
5731,574,0.0,7.86
5732,574,0.5,8.85
5733,574,1.0,7.59
5734,574,1.5,6.8
5735,574,2.0,8.04
5736,574,2.5,8.34
5737,574,3.0,6.73
5738,574,3.5,7.93
5739,574,4.0,6.5
5740,574,4.5,6.64
5741,575,0.0,8.25
5742,575,0.5,7.39
5743,575,1.0,7.28
5744,575,1.5,8.25
5745,575,2.0,6.9
5746,575,2.5,7.23
5747,575,3.0,6.46
5748,575,3.5,6.79
5749,575,4.0,7.67
5750,575,4.5,7.38
5751,576,0.0,8.13
5752,576,0.5,7.2
5753,576,1.0,7.19
5754,576,1.5,8.48
5755,576,2.0,7.1
5756,576,2.5,8.1
5757,576,3.0,8.01
5758,576,3.5,7.67
5759,576,4.0,7.8
5760,576,4.5,6.35
5761,577,0.0,7.76
5762,577,0.5,8.61
5763,577,1.0,8.01
5764,577,1.5,8.69
5765,577,2.0,8.17
5766,577,2.5,6.85
5767,577,3.0,7.55
5768,577,3.5,8.17
5769,577,4.0,7.33
5770,577,4.5,7.51
5771,578,0.0,8.68
5772,578,0.5,8.74
5773,578,1.0,8.56
5774,578,1.5,7.58
5775,578,2.0,6.66
5776,578,2.5,7.33
5777,578,3.0,7.56
5778,578,3.5,6.33
5779,578,4.0,7.38
5780,578,4.5,6.85
5781,579,0.0,8.41
5782,579,0.5,8.48
5783,579,1.0,7.57
5784,579,1.5,7.71
5785,579,2.0,8.04
5786,579,2.5,6.53
5787,579,3.0,8.31
5788,579,3.5,7.04
5789,579,4.0,8.01
5790,579,4.5,6.99
5791,580,0.0,7.35
5792,580,0.5,7.54
5793,580,1.0,7.32
5794,580,1.5,7.05
5795,580,2.0,7.89
5796,580,2.5,8.15
5797,580,3.0,7.42
5798,580,3.5,6.65
5799,580,4.0,7.13
5800,580,4.5,7.34
5801,581,0.0,8.24
5802,581,0.5,7.54
5803,581,1.0,8.32
5804,581,1.5,7.76
5805,581,2.0,8.05
5806,581,2.5,6.59
5807,581,3.0,6.68
5808,581,3.5,7.15
5809,581,4.0,7.56
5810,581,4.5,7.86
5811,582,0.0,8.69
5812,582,0.5,7.3
5813,582,1.0,8.52
5814,582,1.5,8.38
5815,582,2.0,7.64
5816,582,2.5,7.01
5817,582,3.0,8.27
5818,582,3.5,7.61
5819,582,4.0,7.18
5820,582,4.5,6.39
5821,583,0.0,8.52
5822,583,0.5,8.74
5823,583,1.0,8.29
5824,583,1.5,7.36
5825,583,2.0,7.17
5826,583,2.5,6.62
5827,583,3.0,7.42
5828,583,3.5,8.19
5829,583,4.0,7.24
5830,583,4.5,6.78
5831,584,0.0,8.2
5832,584,0.5,8.2
5833,584,1.0,7.29
5834,584,1.5,7.82
5835,584,2.0,8.58
5836,584,2.5,8.4
5837,584,3.0,7.09
5838,584,3.5,7.29
5839,584,4.0,7.05
5840,584,4.5,6.92
5841,585,0.0,8.99
5842,585,0.5,7.58
5843,585,1.0,8.56
5844,585,1.5,7.6
5845,585,2.0,7.17
5846,585,2.5,8.46
5847,585,3.0,8.23
5848,585,3.5,7.13
5849,585,4.0,7.05
5850,585,4.5,7.03
5851,586,0.0,7.72
5852,586,0.5,8.09
5853,586,1.0,8.41
5854,586,1.5,6.94
5855,586,2.0,7.43
5856,586,2.5,7.48
5857,586,3.0,6.85
5858,586,3.5,7.79
5859,586,4.0,6.22
5860,586,4.5,6.28
5861,587,0.0,8.29
5862,587,0.5,6.95
5863,587,1.0,7.12
5864,587,1.5,7.78
5865,587,2.0,7.21
5866,587,2.5,7.32
5867,587,3.0,6.87
5868,587,3.5,6.52
5869,587,4.0,6.92
5870,587,4.5,7.42
5871,588,0.0,7.6
5872,588,0.5,8.75
5873,588,1.0,7.28
5874,588,1.5,7.51
5875,588,2.0,7.56
5876,588,2.5,6.93
5877,588,3.0,6.48
5878,588,3.5,6.66
5879,588,4.0,6.81
5880,588,4.5,7.68
5881,589,0.0,8.84
5882,589,0.5,8.19
5883,589,1.0,8.68
5884,589,1.5,7.2
5885,589,2.0,7.21
5886,589,2.5,7.21
5887,589,3.0,7.89
5888,589,3.5,7.87
5889,589,4.0,7.25
5890,589,4.5,6.64
5891,590,0.0,7.04
5892,590,0.5,7.65
5893,590,1.0,7.19
5894,590,1.5,8.41
5895,590,2.0,8.41
5896,590,2.5,7.31
5897,590,3.0,7.62
5898,590,3.5,6.48
5899,590,4.0,7.8
5900,590,4.5,6.97
5901,591,0.0,8.73
5902,591,0.5,7.7
5903,591,1.0,7.12
5904,591,1.5,6.83
5905,591,2.0,6.65
5906,591,2.5,8.42
5907,591,3.0,7.55
5908,591,3.5,7.25
5909,591,4.0,6.76
5910,591,4.5,6.91
5911,592,0.0,7.15
5912,592,0.5,8.84
5913,592,1.0,6.93
5914,592,1.5,7.99
5915,592,2.0,8.03
5916,592,2.5,6.65
5917,592,3.0,7.51
5918,592,3.5,8.16
5919,592,4.0,7.28
5920,592,4.5,6.71
5921,593,0.0,7.24
5922,593,0.5,8.27
5923,593,1.0,8.1
5924,593,1.5,7.83
5925,593,2.0,8.44
5926,593,2.5,7.3
5927,593,3.0,8.15
5928,593,3.5,7.58
5929,593,4.0,7.66
5930,593,4.5,6.58
5931,594,0.0,7.13
5932,594,0.5,8.28
5933,594,1.0,7.66
5934,594,1.5,8.28
5935,594,2.0,7.1
5936,594,2.5,7.37
5937,594,3.0,7.06
5938,594,3.5,7.94
5939,594,4.0,6.49
5940,594,4.5,6.16
5941,595,0.0,8.79
5942,595,0.5,7.5
5943,595,1.0,8.44
5944,595,1.5,7.59
5945,595,2.0,7.74
5946,595,2.5,7.72
5947,595,3.0,7.1
5948,595,3.5,7.73
5949,595,4.0,7.75
5950,595,4.5,6.23
5951,596,0.0,7.72
5952,596,0.5,6.96
5953,596,1.0,8.02
5954,596,1.5,7.06
5955,596,2.0,7.32
5956,596,2.5,8.07
5957,596,3.0,7.81
5958,596,3.5,7.49
5959,596,4.0,8.17
5960,596,4.5,6.48
5961,597,0.0,7.02
5962,597,0.5,8.81
5963,597,1.0,7.5
5964,597,1.5,8.18
5965,597,2.0,8.34
5966,597,2.5,8.35
5967,597,3.0,7.77
5968,597,3.5,8.12
5969,597,4.0,6.24
5970,597,4.5,8.03
5971,598,0.0,7.72
5972,598,0.5,8.21
5973,598,1.0,8.68
5974,598,1.5,7.01
5975,598,2.0,7.9
5976,598,2.5,7.66
5977,598,3.0,7.95
5978,598,3.5,7.99
5979,598,4.0,6.7
5980,598,4.5,7.28
5981,599,0.0,7.02
5982,599,0.5,8.23
5983,599,1.0,8.17
5984,599,1.5,8.65
5985,599,2.0,6.74
5986,599,2.5,8.18
5987,599,3.0,6.45
5988,599,3.5,7.85
5989,599,4.0,8.19
5990,599,4.5,6.39
5991,600,0.0,7.2
5992,600,0.5,8.54
5993,600,1.0,7.79
5994,600,1.5,7.69
5995,600,2.0,6.68
5996,600,2.5,7.28
5997,600,3.0,7.83
5998,600,3.5,7.43
5999,600,4.0,6.97
6000,600,4.5,7.86
6001,601,0.0,8.84
6002,601,0.5,8.55
6003,601,1.0,7.95
6004,601,1.5,8.13
6005,601,2.0,8.29
6006,601,2.5,7.09
6007,601,3.0,8.32
6008,601,3.5,6.9
6009,601,4.0,7.19
6010,601,4.5,6.5
6011,602,0.0,8.15
6012,602,0.5,8.02
6013,602,1.0,7.52
6014,602,1.5,8.45
6015,602,2.0,8.2
6016,602,2.5,7.6
6017,602,3.0,6.86
6018,602,3.5,7.74
6019,602,4.0,6.32
6020,602,4.5,6.32
6021,603,0.0,8.35
6022,603,0.5,7.66
6023,603,1.0,7.23
6024,603,1.5,7.6
6025,603,2.0,8.5
6026,603,2.5,8.16
6027,603,3.0,7.97
6028,603,3.5,6.86
6029,603,4.0,6.76
6030,603,4.5,8.0
6031,604,0.0,8.55
6032,604,0.5,7.52
6033,604,1.0,8.56
6034,604,1.5,7.86
6035,604,2.0,6.84
6036,604,2.5,6.68
6037,604,3.0,8.15
6038,604,3.5,7.48
6039,604,4.0,6.3
6040,604,4.5,6.52
6041,605,0.0,8.49
6042,605,0.5,8.23
6043,605,1.0,8.07
6044,605,1.5,7.8
6045,605,2.0,7.62
6046,605,2.5,6.55
6047,605,3.0,7.27
6048,605,3.5,6.82
6049,605,4.0,7.83
6050,605,4.5,6.38
6051,606,0.0,7.66
6052,606,0.5,8.6
6053,606,1.0,7.61
6054,606,1.5,8.43
6055,606,2.0,7.77
6056,606,2.5,8.45
6057,606,3.0,8.24
6058,606,3.5,7.5
6059,606,4.0,8.19
6060,606,4.5,7.58
6061,607,0.0,7.81
6062,607,0.5,8.8
6063,607,1.0,7.03
6064,607,1.5,6.82
6065,607,2.0,7.63
6066,607,2.5,8.4
6067,607,3.0,6.44
6068,607,3.5,7.09
6069,607,4.0,7.42
6070,607,4.5,6.88
6071,608,0.0,8.36
6072,608,0.5,8.08
6073,608,1.0,7.94
6074,608,1.5,7.72
6075,608,2.0,7.13
6076,608,2.5,6.65
6077,608,3.0,7.89
6078,608,3.5,6.46
6079,608,4.0,7.5
6080,608,4.5,8.07
6081,609,0.0,8.31
6082,609,0.5,7.56
6083,609,1.0,8.11
6084,609,1.5,7.93
6085,609,2.0,8.2
6086,609,2.5,6.71
6087,609,3.0,7.05
6088,609,3.5,7.45
6089,609,4.0,6.77
6090,609,4.5,6.12
6091,610,0.0,7.03
6092,610,0.5,7.21
6093,610,1.0,6.91
6094,610,1.5,7.23
6095,610,2.0,7.79
6096,610,2.5,8.29
6097,610,3.0,8.34
6098,610,3.5,8.07
6099,610,4.0,6.73
6100,610,4.5,7.94
6101,611,0.0,7.12
6102,611,0.5,8.3
6103,611,1.0,7.8
6104,611,1.5,7.07
6105,611,2.0,7.57
6106,611,2.5,7.82
6107,611,3.0,7.06
6108,611,3.5,6.56
6109,611,4.0,8.05
6110,611,4.5,6.84
6111,612,0.0,8.34
6112,612,0.5,7.56
6113,612,1.0,7.09
6114,612,1.5,6.84
6115,612,2.0,7.95
6116,612,2.5,7.6
6117,612,3.0,6.43
6118,612,3.5,6.88
6119,612,4.0,7.08
6120,612,4.5,7.64
6121,613,0.0,8.03
6122,613,0.5,8.29
6123,613,1.0,8.4
6124,613,1.5,6.95
6125,613,2.0,7.11
6126,613,2.5,6.94
6127,613,3.0,7.86
6128,613,3.5,6.41
6129,613,4.0,7.18
6130,613,4.5,7.07
6131,614,0.0,9.0
6132,614,0.5,7.38
6133,614,1.0,7.32
6134,614,1.5,8.32
6135,614,2.0,7.15
6136,614,2.5,7.21
6137,614,3.0,7.36
6138,614,3.5,6.67
6139,614,4.0,6.88
6140,614,4.5,7.57
6141,615,0.0,8.39
6142,615,0.5,7.78
6143,615,1.0,6.87
6144,615,1.5,8.17
6145,615,2.0,6.76
6146,615,2.5,7.02
6147,615,3.0,7.56
6148,615,3.5,6.66
6149,615,4.0,7.39
6150,615,4.5,7.12
6151,616,0.0,7.1
6152,616,0.5,8.7
6153,616,1.0,6.92
6154,616,1.5,8.35
6155,616,2.0,6.87
6156,616,2.5,8.08
6157,616,3.0,6.94
6158,616,3.5,6.46
6159,616,4.0,7.54
6160,616,4.5,7.07
6161,617,0.0,8.52
6162,617,0.5,7.27
6163,617,1.0,7.45
6164,617,1.5,6.86
6165,617,2.0,7.5
6166,617,2.5,8.35
6167,617,3.0,7.17
6168,617,3.5,7.13
6169,617,4.0,7.4
6170,617,4.5,6.77
6171,618,0.0,8.54
6172,618,0.5,7.48
6173,618,1.0,8.39
6174,618,1.5,7.57
6175,618,2.0,8.33
6176,618,2.5,7.68
