ReadingId,SubId,Timestamp,ReadTime,Wattage,Plant,ToolName,ToolLine,PassFail,CreatedAt
464,FS-2026-0464,2026-08-22 08:55:00,1.16,302.05,Toledo,Boiler,A,0,2026-09-11 18:08:51
465,FS-2026-0465,2026-08-17 08:13:00,1.03,277.89,Toledo,Boiler,B,1,2026-09-11 18:08:51
466,FS-2026-0466,2026-08-27 11:00:00,1.28,338.95,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
467,FS-2026-0467,2026-08-05 03:54:00,1.37,267.87,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
468,FS-2026-0468,2026-08-09 06:16:00,1.07,359.53,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
469,FS-2026-0469,2026-08-16 23:26:00,2.29,363.75,Toledo,Boiler,A,0,2026-09-11 18:08:51
470,FS-2026-0470,2026-08-17 05:49:00,1.76,245.9,Toledo,Boiler,A,1,2026-09-11 18:08:51
471,FS-2026-0471,2026-08-08 20:48:00,2.75,382.11,Toledo,Boiler,A,0,2026-09-11 18:08:51
472,FS-2026-0472,2026-08-21 15:12:00,2.49,201.18,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
473,FS-2026-0473,2026-08-11 13:48:00,2.71,233.59,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
474,FS-2026-0474,2026-08-11 11:56:00,0.65,305.42,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
475,FS-2026-0475,2026-08-20 19:52:00,2.43,240.73,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
476,FS-2026-0476,2026-08-30 22:23:00,2.61,343.22,Toledo,Boiler,B,1,2026-09-11 18:08:51
477,FS-2026-0477,2026-08-05 09:59:00,2.53,268.04,Toledo,Boiler,A,1,2026-09-11 18:08:51
478,FS-2026-0478,2026-08-24 23:27:00,1.49,354.03,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
479,FS-2026-0479,2026-08-13 23:00:00,0.95,319.39,Toledo,Boiler,A,1,2026-09-11 18:08:51
480,FS-2026-0480,2026-08-15 08:37:00,2.74,242.66,Toledo,Boiler,A,0,2026-09-11 18:08:51
481,FS-2026-0481,2026-08-20 05:36:00,1.67,336.65,Toledo,Boiler,B,0,2026-09-11 18:08:51
482,FS-2026-0482,2026-08-29 01:18:00,0.65,263.28,Toledo,Boiler,B,1,2026-09-11 18:08:51
483,FS-2026-0483,2026-08-26 04:49:00,0.69,352.87,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
484,FS-2026-0484,2026-08-14 14:33:00,0.82,360.23,Toledo,Flasher,A,0,2026-09-11 18:08:51
485,FS-2026-0485,2026-08-02 00:57:00,2.43,227.24,Toledo,Flasher,A,1,2026-09-11 18:08:51
486,FS-2026-0486,2026-08-08 01:30:00,1.31,391.41,Toledo,Boiler,B,1,2026-09-11 18:08:51
487,FS-2026-0487,2026-08-15 23:08:00,2.67,206.69,Toledo,Flasher,B,0,2026-09-11 18:08:51
488,FS-2026-0488,2026-08-09 08:57:00,1.62,295.61,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
489,FS-2026-0489,2026-08-21 21:41:00,1.68,337.91,Toledo,Flasher,A,0,2026-09-11 18:08:51
490,FS-2026-0490,2026-08-22 07:08:00,1.08,386.89,Toledo,Boiler,A,1,2026-09-11 18:08:51
491,FS-2026-0491,2026-08-05 22:52:00,1.45,346.51,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
492,FS-2026-0492,2026-08-12 12:05:00,2.8,307.09,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
493,FS-2026-0493,2026-08-16 16:25:00,2.2,356.86,Toledo,Flasher,A,1,2026-09-11 18:08:51
494,FS-2026-0494,2026-08-20 06:26:00,1.64,369.19,Toledo,Boiler,B,0,2026-09-11 18:08:51
495,FS-2026-0495,2026-08-02 22:42:00,2.04,295.07,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
496,FS-2026-0496,2026-08-06 02:13:00,2.97,241.99,Toledo,Flasher,B,1,2026-09-11 18:08:51
497,FS-2026-0497,2026-08-02 01:15:00,2.14,218.5,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
498,FS-2026-0498,2026-08-27 15:03:00,2.51,350.97,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
499,FS-2026-0499,2026-08-04 03:11:00,1.46,348.43,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
500,FS-2026-0500,2026-08-29 12:20:00,1.4,362.69,Toledo,Boiler,A,1,2026-09-11 18:08:51
501,FS-2026-0501,2026-08-26 03:51:00,2.33,210.14,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
502,FS-2026-0502,2026-08-18 17:55:00,1.12,335.61,Toledo,Boiler,B,0,2026-09-11 18:08:51
503,FS-2026-0503,2026-08-01 20:25:00,2.81,227.82,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
504,FS-2026-0504,2026-08-02 13:05:00,2.06,315.16,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
505,FS-2026-0505,2026-08-16 00:16:00,1.69,234.62,Toledo,Flasher,B,0,2026-09-11 18:08:51
506,FS-2026-0506,2026-08-22 07:45:00,1.58,305.61,Toledo,Boiler,B,0,2026-09-11 18:08:51
507,FS-2026-0507,2026-08-06 11:20:00,0.87,293.3,Toledo,Flasher,A,0,2026-09-11 18:08:51
508,FS-2026-0508,2026-08-26 16:15:00,1.91,256.61,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
509,FS-2026-0509,2026-08-16 16:30:00,2.45,299.66,Toledo,Flasher,B,1,2026-09-11 18:08:51
510,FS-2026-0510,2026-08-20 16:34:00,2.25,318.66,Toledo,Flasher,B,1,2026-09-11 18:08:51
511,FS-2026-0511,2026-08-21 06:12:00,2.54,215.81,Toledo,Boiler,B,0,2026-09-11 18:08:51
512,FS-2026-0512,2026-08-17 07:47:00,2.11,358.4,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
513,FS-2026-0513,2026-08-22 02:25:00,2.16,257.88,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
514,FS-2026-0514,2026-08-20 22:03:00,1.38,359.28,Toledo,Boiler,B,1,2026-09-11 18:08:51
515,FS-2026-0515,2026-08-09 20:04:00,0.92,332.96,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
516,FS-2026-0516,2026-08-24 16:08:00,2.88,251.79,Toledo,Boiler,B,1,2026-09-11 18:08:51
517,FS-2026-0517,2026-08-13 03:50:00,2.52,391.04,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
518,FS-2026-0518,2026-08-24 08:35:00,0.68,329.98,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
519,FS-2026-0519,2026-08-27 18:57:00,1.37,355.55,Toledo,Boiler,A,0,2026-09-11 18:08:51
520,FS-2026-0520,2026-08-19 13:19:00,2.71,252.6,Toledo,Boiler,A,1,2026-09-11 18:08:51
521,FS-2026-0521,2026-08-01 05:29:00,2.82,219.7,Toledo,Boiler,B,1,2026-09-11 18:08:51
522,FS-2026-0522,2026-08-06 13:46:00,0.83,281.11,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
523,FS-2026-0523,2026-08-17 22:34:00,1.18,340.65,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
524,FS-2026-0524,2026-08-08 16:23:00,1.92,289.52,Toledo,Boiler,A,0,2026-09-11 18:08:51
525,FS-2026-0525,2026-08-18 03:30:00,1.98,331.65,Toledo,Boiler,B,1,2026-09-11 18:08:51
526,FS-2026-0526,2026-08-14 16:02:00,1.9,316.57,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
527,FS-2026-0527,2026-08-24 13:47:00,0.53,365.35,Toledo,Boiler,A,0,2026-09-11 18:08:51
528,FS-2026-0528,2026-08-17 22:46:00,2.05,246.65,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
529,FS-2026-0529,2026-08-03 02:30:00,1.6,303.42,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
530,FS-2026-0530,2026-08-18 07:54:00,2.87,298.78,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
531,FS-2026-0531,2026-08-04 22:23:00,2.06,240.56,Toledo,Flasher,B,0,2026-09-11 18:08:51
532,FS-2026-0532,2026-08-12 04:52:00,1.12,395.25,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
533,FS-2026-0533,2026-08-17 16:58:00,1.38,318.41,Toledo,Flasher,B,1,2026-09-11 18:08:51
534,FS-2026-0534,2026-08-10 00:58:00,0.55,353.0,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
535,FS-2026-0535,2026-08-01 19:18:00,2.76,275.52,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
536,FS-2026-0536,2026-08-14 16:16:00,1.4,231.76,Toledo,Boiler,B,0,2026-09-11 18:08:51
537,FS-2026-0537,2026-08-21 16:57:00,2.27,343.66,Toledo,Flasher,B,0,2026-09-11 18:08:51
538,FS-2026-0538,2026-08-11 20:47:00,2.77,317.88,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
539,FS-2026-0539,2026-08-17 12:17:00,1.11,354.84,Toledo,Flasher,B,1,2026-09-11 18:08:51
540,FS-2026-0540,2026-08-16 03:41:00,0.79,268.21,Toledo,Boiler,B,0,2026-09-11 18:08:51
541,FS-2026-0541,2026-08-07 11:54:00,2.59,310.4,Toledo,Boiler,B,0,2026-09-11 18:08:51
542,FS-2026-0542,2026-08-19 01:33:00,1.8,337.84,Toledo,Flasher,B,1,2026-09-11 18:08:51
543,FS-2026-0543,2026-08-13 02:02:00,2.1,381.8,Toledo,Flasher,A,1,2026-09-11 18:08:51
544,FS-2026-0544,2026-08-19 23:48:00,1.3,368.76,Toledo,Boiler,A,0,2026-09-11 18:08:51
545,FS-2026-0545,2026-08-07 18:20:00,1.84,249.66,Toledo,Flasher,A,1,2026-09-11 18:08:51
546,FS-2026-0546,2026-08-17 14:42:00,2.27,233.65,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
547,FS-2026-0547,2026-08-11 16:16:00,0.66,247.55,Toledo,Flasher,B,0,2026-09-11 18:08:51
548,FS-2026-0548,2026-08-27 06:11:00,2.81,377.31,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
549,FS-2026-0549,2026-08-06 21:45:00,1.11,395.46,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
550,FS-2026-0550,2026-08-18 05:49:00,1.36,231.66,Toledo,Boiler,A,1,2026-09-11 18:08:51
551,FS-2026-0551,2026-08-22 19:05:00,1.93,244.74,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
552,FS-2026-0552,2026-08-17 16:43:00,1.44,326.02,Toledo,Flasher,B,0,2026-09-11 18:08:51
553,FS-2026-0553,2026-08-03 02:07:00,2.14,360.52,Toledo,Flasher,B,0,2026-09-11 18:08:51
554,FS-2026-0554,2026-08-08 19:21:00,1.67,280.61,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
555,FS-2026-0555,2026-08-15 22:17:00,2.22,381.18,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
556,FS-2026-0556,2026-08-05 09:26:00,1.88,242.51,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
557,FS-2026-0557,2026-08-08 23:46:00,1.07,219.34,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
558,FS-2026-0558,2026-08-27 02:16:00,1.35,333.48,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
559,FS-2026-0559,2026-08-05 10:31:00,2.86,331.15,Toledo,Flasher,B,1,2026-09-11 18:08:51
560,FS-2026-0560,2026-08-12 13:19:00,1.6,295.37,Toledo,Boiler,A,1,2026-09-11 18:08:51
561,FS-2026-0561,2026-08-17 22:19:00,2.04,291.08,Toledo,Boiler,A,0,2026-09-11 18:08:51
562,FS-2026-0562,2026-08-07 10:34:00,1.89,228.47,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
563,FS-2026-0563,2026-08-21 04:04:00,2.71,322.68,Toledo,Boiler,B,0,2026-09-11 18:08:51
564,FS-2026-0564,2026-08-21 16:19:00,0.97,399.77,Toledo,Flasher,A,0,2026-09-11 18:08:51
565,FS-2026-0565,2026-08-16 13:19:00,1.53,303.11,Toledo,Flasher,B,1,2026-09-11 18:08:51
566,FS-2026-0566,2026-08-09 09:58:00,1.39,287.53,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
567,FS-2026-0567,2026-08-29 14:03:00,0.94,263.32,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
568,FS-2026-0568,2026-08-19 21:41:00,1.44,385.61,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
569,FS-2026-0569,2026-08-27 14:24:00,2.48,280.34,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
570,FS-2026-0570,2026-08-05 07:09:00,2.84,274.85,Toledo,Boiler,A,1,2026-09-11 18:08:51
571,FS-2026-0571,2026-08-24 11:41:00,0.82,253.1,Toledo,Boiler,B,0,2026-09-11 18:08:51
572,FS-2026-0572,2026-08-28 10:41:00,1.15,384.65,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
573,FS-2026-0573,2026-08-15 21:09:00,1.33,389.94,Toledo,Boiler,B,1,2026-09-11 18:08:51
574,FS-2026-0574,2026-08-14 02:22:00,2.78,260.08,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
575,FS-2026-0575,2026-08-13 14:52:00,1.56,245.61,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
576,FS-2026-0576,2026-08-19 09:46:00,1.22,286.75,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
577,FS-2026-0577,2026-08-23 02:43:00,0.74,337.88,Toledo,Flasher,B,0,2026-09-11 18:08:51
578,FS-2026-0578,2026-08-08 23:43:00,1.96,385.3,Toledo,Flasher,B,1,2026-09-11 18:08:51
579,FS-2026-0579,2026-08-27 00:12:00,1.7,307.19,Toledo,Flasher,A,1,2026-09-11 18:08:51
580,FS-2026-0580,2026-08-08 17:56:00,1.96,291.91,Toledo,Flasher,B,1,2026-09-11 18:08:51
581,FS-2026-0581,2026-08-07 03:59:00,1.8,333.66,Toledo,Boiler,A,0,2026-09-11 18:08:51
582,FS-2026-0582,2026-08-06 10:48:00,0.58,392.6,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
583,FS-2026-0583,2026-08-20 17:02:00,0.71,355.42,Toledo,Boiler,B,0,2026-09-11 18:08:51
584,FS-2026-0584,2026-08-10 17:10:00,1.25,257.2,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
585,FS-2026-0585,2026-08-25 08:01:00,1.71,278.98,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
586,FS-2026-0586,2026-08-10 08:27:00,1.24,319.12,Toledo,Flasher,B,1,2026-09-11 18:08:51
587,FS-2026-0587,2026-08-05 12:40:00,2.78,323.04,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
588,FS-2026-0588,2026-08-19 03:24:00,2.66,229.0,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
589,FS-2026-0589,2026-08-02 21:33:00,0.69,358.67,Toledo,Boiler,A,0,2026-09-11 18:08:51
590,FS-2026-0590,2026-08-16 23:44:00,2.07,289.75,Toledo,Boiler,A,0,2026-09-11 18:08:51
591,FS-2026-0591,2026-08-16 20:55:00,0.69,359.14,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
592,FS-2026-0592,2026-08-14 14:18:00,2.43,374.26,Toledo,Flasher,B,1,2026-09-11 18:08:51
593,FS-2026-0593,2026-08-20 22:41:00,2.3,237.71,Toledo,Boiler,B,1,2026-09-11 18:08:51
594,FS-2026-0594,2026-08-07 03:28:00,2.52,237.46,Toledo,Boiler,A,1,2026-09-11 18:08:51
595,FS-2026-0595,2026-08-20 15:49:00,2.42,294.44,Toledo,Flasher,B,1,2026-09-11 18:08:51
596,FS-2026-0596,2026-08-13 15:50:00,1.66,252.05,Toledo,Flasher,B,1,2026-09-11 18:08:51
597,FS-2026-0597,2026-08-05 06:46:00,2.62,265.59,Toledo,Boiler,B,1,2026-09-11 18:08:51
598,FS-2026-0598,2026-08-05 08:00:00,2.1,378.15,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
599,FS-2026-0599,2026-08-07 02:23:00,0.96,296.44,Toledo,Boiler,B,0,2026-09-11 18:08:51
600,FS-2026-0600,2026-08-26 23:50:00,1.08,223.14,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
601,FS-2026-0601,2026-08-11 03:31:00,2.2,232.78,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
602,FS-2026-0602,2026-08-03 10:32:00,2.57,225.24,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
603,FS-2026-0603,2026-08-12 19:48:00,2.79,206.1,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
604,FS-2026-0604,2026-08-19 10:39:00,1.69,371.78,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
605,FS-2026-0605,2026-08-08 05:10:00,1.82,233.55,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
606,FS-2026-0606,2026-08-08 17:42:00,1.97,308.89,Toledo,Flasher,B,0,2026-09-11 18:08:51
607,FS-2026-0607,2026-08-01 19:07:00,2.33,357.31,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
608,FS-2026-0608,2026-08-10 09:50:00,0.56,349.37,Toledo,Flasher,A,0,2026-09-11 18:08:51
609,FS-2026-0609,2026-08-01 15:01:00,0.71,241.97,Toledo,Boiler,B,1,2026-09-11 18:08:51
610,FS-2026-0610,2026-08-26 05:48:00,1.63,329.07,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
611,FS-2026-0611,2026-08-08 09:10:00,1.14,217.69,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
612,FS-2026-0612,2026-08-29 11:21:00,2.24,361.07,Toledo,Flasher,B,1,2026-09-11 18:08:51
613,FS-2026-0613,2026-08-06 08:22:00,0.55,205.51,Toledo,Boiler,A,1,2026-09-11 18:08:51
614,FS-2026-0614,2026-08-13 08:37:00,2.2,247.99,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
615,FS-2026-0615,2026-08-29 02:30:00,0.86,275.31,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
616,FS-2026-0616,2026-08-19 09:25:00,1.68,386.35,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
617,FS-2026-0617,2026-08-15 15:29:00,2.93,375.78,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
618,FS-2026-0618,2026-08-08 18:36:00,2.7,294.01,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
619,FS-2026-0619,2026-08-15 04:31:00,1.52,280.47,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
620,FS-2026-0620,2026-08-11 08:50:00,2.18,324.63,Toledo,Boiler,A,1,2026-09-11 18:08:51
621,FS-2026-0621,2026-08-19 04:43:00,2.14,232.77,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
622,FS-2026-0622,2026-08-01 16:02:00,1.23,216.43,Toledo,Boiler,A,1,2026-09-11 18:08:51
623,FS-2026-0623,2026-08-10 16:00:00,1.76,317.84,Toledo,Flasher,A,1,2026-09-11 18:08:51
624,FS-2026-0624,2026-08-11 02:28:00,0.82,382.56,Toledo,Flasher,B,1,2026-09-11 18:08:51
625,FS-2026-0625,2026-08-23 15:50:00,1.91,320.51,Toledo,Flasher,A,1,2026-09-11 18:08:51
626,FS-2026-0626,2026-08-15 00:02:00,2.28,319.47,Toledo,Flasher,A,0,2026-09-11 18:08:51
627,FS-2026-0627,2026-08-16 16:34:00,1.04,325.18,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
628,FS-2026-0628,2026-08-18 02:27:00,1.38,211.55,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
629,FS-2026-0629,2026-08-23 05:42:00,1.58,281.87,Toledo,Flasher,B,0,2026-09-11 18:08:51
630,FS-2026-0630,2026-08-28 13:50:00,1.25,287.78,Toledo,Boiler,B,0,2026-09-11 18:08:51
631,FS-2026-0631,2026-08-09 23:42:00,1.46,296.37,Toledo,Boiler,B,1,2026-09-11 18:08:51
632,FS-2026-0632,2026-08-09 20:04:00,1.13,397.48,Toledo,Boiler,B,0,2026-09-11 18:08:51
633,FS-2026-0633,2026-08-09 23:19:00,0.79,281.65,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
634,FS-2026-0634,2026-08-19 11:21:00,0.98,373.96,Toledo,Boiler,A,0,2026-09-11 18:08:51
635,FS-2026-0635,2026-08-04 11:27:00,1.73,313.98,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
636,FS-2026-0636,2026-08-18 15:48:00,1.55,336.63,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
637,FS-2026-0637,2026-08-23 04:57:00,1.77,280.13,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
638,FS-2026-0638,2026-08-18 11:33:00,0.93,384.27,Toledo,Flasher,B,0,2026-09-11 18:08:51
639,FS-2026-0639,2026-08-13 01:54:00,1.47,395.56,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
640,FS-2026-0640,2026-08-16 14:57:00,2.37,297.36,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
641,FS-2026-0641,2026-08-11 06:29:00,0.8,350.89,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
642,FS-2026-0642,2026-08-16 14:48:00,1.68,220.28,Toledo,Flasher,B,1,2026-09-11 18:08:51
643,FS-2026-0643,2026-08-09 13:56:00,1.4,370.58,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
644,FS-2026-0644,2026-08-13 07:56:00,2.05,327.73,Toledo,Boiler,B,0,2026-09-11 18:08:51
645,FS-2026-0645,2026-08-26 03:36:00,0.8,210.98,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
646,FS-2026-0646,2026-08-05 02:58:00,1.79,385.87,Toledo,Boiler,B,1,2026-09-11 18:08:51
647,FS-2026-0647,2026-08-12 21:03:00,2.07,293.04,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
648,FS-2026-0648,2026-08-22 21:02:00,2.48,257.2,Perrysburg,Flasher,B,1,2026-09-11 18:08:51
649,FS-2026-0649,2026-08-06 20:13:00,2.05,328.1,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
650,FS-2026-0650,2026-08-08 12:57:00,2.95,232.26,Toledo,Flasher,B,0,2026-09-11 18:08:51
651,FS-2026-0651,2026-08-17 07:27:00,2.66,213.96,Toledo,Flasher,B,1,2026-09-11 18:08:51
652,FS-2026-0652,2026-08-27 10:56:00,1.75,375.0,Toledo,Flasher,B,1,2026-09-11 18:08:51
653,FS-2026-0653,2026-08-01 17:22:00,0.82,208.17,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
654,FS-2026-0654,2026-08-06 21:03:00,1.81,285.93,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
655,FS-2026-0655,2026-08-08 10:30:00,0.78,205.37,Perrysburg,Flasher,B,0,2026-09-11 18:08:51
656,FS-2026-0656,2026-08-22 04:04:00,2.48,254.86,Toledo,Flasher,B,0,2026-09-11 18:08:51
657,FS-2026-0657,2026-08-03 09:50:00,1.47,384.56,Toledo,Boiler,B,1,2026-09-11 18:08:51
658,FS-2026-0658,2026-08-21 17:12:00,2.09,398.24,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
659,FS-2026-0659,2026-08-16 08:00:00,1.47,227.5,Toledo,Boiler,B,1,2026-09-11 18:08:51
660,FS-2026-0660,2026-08-09 02:29:00,1.64,272.91,Perrysburg,Flasher,A,1,2026-09-11 18:08:51
661,FS-2026-0661,2026-08-08 23:18:00,2.0,280.35,Toledo,Flasher,A,0,2026-09-11 18:08:51
662,FS-2026-0662,2026-08-02 20:39:00,2.76,391.24,Toledo,Boiler,A,1,2026-09-11 18:08:51
663,FS-2026-0663,2026-08-05 14:43:00,1.37,218.1,Toledo,Boiler,A,1,2026-09-11 18:08:51
664,FS-2026-0664,2026-08-12 08:23:00,2.24,219.42,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
665,FS-2026-0665,2026-08-21 04:49:00,2.65,288.1,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
666,FS-2026-0666,2026-08-05 19:28:00,2.48,293.03,Toledo,Flasher,B,1,2026-09-11 18:08:51
667,FS-2026-0667,2026-08-09 22:57:00,2.92,297.99,Toledo,Boiler,B,1,2026-09-11 18:08:51
668,FS-2026-0668,2026-08-21 14:11:00,0.84,235.18,Toledo,Boiler,B,0,2026-09-11 18:08:51
669,FS-2026-0669,2026-08-04 10:13:00,2.99,379.33,Toledo,Boiler,B,1,2026-09-11 18:08:51
670,FS-2026-0670,2026-08-20 03:44:00,1.56,273.52,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
671,FS-2026-0671,2026-08-05 22:49:00,1.68,221.44,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
672,FS-2026-0672,2026-08-09 12:48:00,2.58,313.95,Toledo,Boiler,B,1,2026-09-11 18:08:51
673,FS-2026-0673,2026-08-11 15:00:00,1.87,360.93,Toledo,Flasher,B,0,2026-09-11 18:08:51
674,FS-2026-0674,2026-08-05 01:23:00,2.0,399.78,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
675,FS-2026-0675,2026-08-22 12:34:00,0.92,300.59,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
676,FS-2026-0676,2026-08-01 18:37:00,1.92,286.19,Toledo,Flasher,A,1,2026-09-11 18:08:51
677,FS-2026-0677,2026-08-25 13:47:00,2.89,382.36,Toledo,Flasher,A,0,2026-09-11 18:08:51
678,FS-2026-0678,2026-08-28 19:57:00,1.17,380.39,Perrysburg,Boiler,A,0,2026-09-11 18:08:51
679,FS-2026-0679,2026-08-26 08:01:00,1.46,216.0,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
680,FS-2026-0680,2026-08-17 17:45:00,1.14,398.51,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
681,FS-2026-0681,2026-08-24 09:13:00,0.77,362.51,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
682,FS-2026-0682,2026-08-30 22:25:00,2.02,381.18,Toledo,Flasher,B,1,2026-09-11 18:08:51
683,FS-2026-0683,2026-08-15 03:20:00,2.03,232.13,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
684,FS-2026-0684,2026-08-17 14:34:00,2.43,376.77,Perrysburg,Boiler,A,1,2026-09-11 18:08:51
685,FS-2026-0685,2026-08-10 13:16:00,1.33,259.8,Toledo,Boiler,A,1,2026-09-11 18:08:51
686,FS-2026-0686,2026-08-05 14:40:00,2.84,299.43,Toledo,Flasher,B,0,2026-09-11 18:08:51
687,FS-2026-0687,2026-08-19 02:07:00,1.85,248.15,Perrysburg,Boiler,B,1,2026-09-11 18:08:51
688,FS-2026-0688,2026-08-08 03:49:00,1.63,388.61,Toledo,Flasher,A,1,2026-09-11 18:08:51
689,FS-2026-0689,2026-08-04 09:50:00,0.81,347.85,Perrysburg,Boiler,B,0,2026-09-11 18:08:51
690,FS-2026-0690,2026-08-20 03:38:00,2.73,246.24,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
691,FS-2026-0691,2026-08-24 00:22:00,2.4,333.83,Perrysburg,Flasher,A,0,2026-09-11 18:08:51
692,FS-2026-0692,2026-08-11 22:31:00,1.71,353.89,Toledo,Flasher,A,0,2026-09-11 18:08:51
693,FS-2026-0693,2026-08-15 10:55:00,2.34,250.77,Toledo,Boiler,B,1,2026-09-11 18:08:51
694,FS-2026-0694,2026-08-25 13:39:00,1.86,343.76,Toledo,Boiler,A,1,2026-09-11 18:08:51
695,FS-2026-0695,2026-08-09 22:54:00,2.46,348.29,Toledo,Flasher,A,0,2026-09-11 18:08:51
